arm,pre_q_original,post_q_original,pre_q,post_q
arch_graphic,"This house is really beautiful. I like everything there is about it. From the windows to the trees, to the bushes and to the flowers. It makes it really stand out. Now, if it wasn't for all those things, this might look like any ole house on the block. That's the difference though. This one stands out because of the beautiful shrubbery. I love how the front door is enclosed like that too. If it is raining then you won't have to wait out in the rain for someone to answer. I like the side walk too. It is thin but adds something to the house too right next to the shrubs. It looks old but if they can keep it looking up to par like this with new stuff like windows, as it appears they already have, this will hopefully last them awhile.",I really like how the old house has a new vibe too it. It really makes it shine a little extra. You can tell they care about their house because they want it to still look good even though it's really old. I bet it looks amazing in the spring and fall. If they keep this up it will look amazing forever.,"this house be really beautiful. i like everything there be about it. from the window to the tree, to the bush and to the flower. it make it really stand out. now, if it wasn't for all that thing, this may look like any ole house on the block. that's the difference though. this one stand out because of the beautiful shrubbery. i love how the front door be enclose like that too. if it be rain then you won't have to wait out in the rain for someone to answer. i like the side walk too. it be thin but add something to the house too right next to the shrub. it look old but if they can keep it look up to par like this with new stuff like window, as it appear they already have, this will hopefully last them awhile.",i really like how the old house have a new vibe too it. it really make it shine a little extra. you can tell they care about their house because they want it to still look good even though it's really old. i bet it look amaze in the spring and fall. if they keep this up it will look amaze forever.
arch_graphic,This house is a three story home with several picture windows and a lovely red brick roof. It's surrounded by lush green foliage and red roses that are obviously well maintained. The double chimneys at the top provide perspective as to how large the home is inside and how cozy someone can make it. The entrance way is deep and has a large door facing the walkway outside right on the clean street.,"This is a large three story house with green and grey brick and windows for each room. This is a Georgian style home with small pane double hung sash windows and dormers. The building is symmetrical and there is a hip roof. The trees on the outside are bare, indicating that this home is in a colder area, so the two chimneys are probably a big help.",this house be a three story home with several picture window and a lovely red brick roof. it's surround by lush green foliage and red rise that be obviously good maintain. the double chimney at the top provide perspective as to how large the home be inside and how cozy someone can make it. the entrance way be deep and have a large door face the walkway outside right on the clean street.,"this be a large three story house with green and grey brick and window for each room. this be a georgian style home with small pane double hang sash window and dormer. the build be symmetrical and there be a hip roof. the tree on the outside be bare, indicate that this home be in a cold area, so the two chimney be probably a big help."
arch_graphic,The house looks like it needs a new haircut because the shingles are discolored.A yellow double line is running along the side of it like the house is about to get run over by a semi-truck. The house is made from brick. It has one tree in the front yard.,"The house is a Georgian style historical of English housing. The home features an enormous amount of natural lighting through 10 windows in the front, completely symmetrical. It is made from variegated colors of brick. Windows and door are in white painted wood trim.",the house look like it need a new haircut because the shingle be discolor. a yellow double line be run along the side of it like the house be about to get run over by a semi - truck. the house be make from brick. it have one tree in the front yard.,"the house be a georgian style historical of english house. the home feature a enormous amount of natural light through 10 window in the front, completely symmetrical. it be make from variegate color of brick. window and door be in white paint wood trim."
arch_graphic,"It is large and older, it looks like something from the Northeast. The bricked in outside entry as well as the wing walls coming off the front seem to be of old architectural design. The windows look new. The way the house extends down the left side and the 2 chimneys indicate to me that this is a large old house.",It looks to be an old Georgian style home. The windows look new but the features of the 2 chimneys brickwork and iron fencing indicate that this is a large older home. The entry way is classic Georgian architecture and the narrow drive way would indicate this house is old. It is beautiful and appealing though.,"it be large and old, it look like something from the northeast. the brick in outside entry as good as the wing wall come off the front seem to be of old architectural design. the window look new. the way the house extend down the leave side and the 2 chimney indicate to me that this be a large old house.",it look to be a old georgian style home. the window look new but the feature of the 2 chimney brickwork and iron fence indicate that this be a large old home. the entry way be classic georgian architecture and the narrow drive way would indicate this house be old. it be beautiful and appeal though.
arch_graphic,"This house have a very classical design. It is not very modern. It looks like a multi-family house. The location of this house is in suburban or rural areas, I do not think it's in urban. Overall, it is a nice looking house. Not too ugly or too fancy.",There are so many windows this house have. It is not a new house. The brick color are not good looking. The design of the house is quite old as well. It is in a suburban area. It is a multi-family house,"this house have a very classical design. it be not very modern. it look like a multi - family house. the location of this house be in suburban or rural area, i do not think it's in urban. overall, it be a nice look house. not too ugly or too fancy.",there be so many window this house have. it be not a new house. the brick color be not good look. the design of the house be quite old as good. it be in a suburban area. it be a multi - family house
arch_graphic,The house is a two level home. It has pretty landscaping in the front of the house. It has two bay windows. The house is brick with an old brick texture to it and a lot of windows.,This is a Georgian style house. It is full of windows. It has brick siding that is aged. It has a black front door and a little fence in front of the house. The house is a two story house .,the house be a two level home. it have pretty landscape in the front of the house. it have two bay window. the house be brick with a old brick texture to it and a lot of window.,this be a georgian style house. it be full of window. it have brick side that be age. it have a black front door and a little fence in front of the house. the house be a two story house.
arch_graphic,"This huge, unique house sits on a corner lot. The house has a brick exterior with large bay windows. A covered entryway accents the curb appeal. The house is impeccably landscaped with eye catching foliage.",This Georgian home has a brick exterior with lots of windows. The house is large with a unique style.The small yard cuts down on maintenance costs. A wrought iron fence accents the property.,"this huge, unique house sit on a corner lot. the house have a brick exterior with large bay window. a cover entryway accent the curb appeal. the house be impeccably landscape with eye catch foliage.",this georgian home have a brick exterior with lot of window. the house be large with a unique style. the small yard cut down on maintenance cost. a work iron fence accent the property.
arch_graphic,"This is a charming home, with beautiful landscaping in the front. This house is inviting, with its detailed entry way. The red roof give the home a cozy feel, yet adds a touch of color that nicely matches the landscaping.  The brick accents around the building,  give it a bit of character. It looks like a modern fairytale house, with two beautiful bowed windows in the front.","This peaceful Georgian styles home, looks inviting, and made to suit a large family. The doorway is symmetrical, and features a nice curved, and trimmed look. It has a hip roof with gables, and what appears to be three chimneys. The front also features 8 double hung sash windows.","this be a charm home, with beautiful landscape in the front. this house be invite, with its detail entry way. the red roof give the home a cozy feel, yet add a touch of color that nicely match the landscape. the brick accent around the build, give it a bite of character. it look like a modern fairytale house, with two beautiful bow window in the front.","this peaceful georgian style home, look invite, and make to suit a large family. the doorway be symmetrical, and feature a nice curve, and trim look. it have a hip roof with gable, and what appear to be three chimney. the front also feature 8 double hang sash window."
arch_graphic,"This is a very old-style house with brick and stone. The entryway looks amazing, as it's set apart from the house with a brick outside foyer area. The bay windows on the front let in a large amount of natural light and give a good view of the garden and trees in front of the house. The windows on the second and third floors look nice, clean and pretty large. The walkways are nice, but the house is a little close to the street or alley. There are 2 chimneys and fireplaces, assumingly that would be good in the winter.","I think this mostly looks like a Georgian style home. It is mostly brick with a little bit of wood, especially by the entryway. The two chimneys on either side really reflect a Georgian style house, probably something that's a few hundred years old. The small windows on the upper floor reflect this too. There are large almost floor to ceiling windows on the first floor, reminiscent of a ranch, but are likely contemporary for the Georgian style. The fence in front looks great and the area around the home is beautiful.","this be a very old - style house with brick and stone. the entryway look amaze, as it's set apart from the house with a brick outside foyer area. the bay window on the front let in a large amount of natural light and give a good view of the garden and tree in front of the house. the window on the 2 and 3 floor look nice, clean and pretty large. the walkway be nice, but the house be a little close to the street or alley. there be 2 chimney and fireplace, assumingly that would be good in the winter.","i think this mostly look like a georgian style home. it be mostly brick with a little bite of wood, especially by the entryway. the two chimney on either side really reflect a georgian style house, probably something that's a few hundred year old. the small window on the upper floor reflect this too. there be large almost floor to ceil window on the first floor, reminiscent of a ranch, but be likely contemporary for the georgian style. the fence in front look great and the area around the home be beautiful."
arch_graphic,The house looks very grand and very upscale. It looks as though it was constructed a long time ago and may be part of some type of plantation or huge estate. It looks to be upkept and looks to have many helpers and aid on the property. The house was most likely built during potential slavery years in America.,"This house looks to be of Tudor origin, originating from England. The bricks look to be laid in an elaborate pattern and the house has a steep roof. The windows are not grouped in threes or more but they seem to be placed in that way slightly.  The house is also potentially built of stone.",the house look very grand and very upscale. it look as though it be construct a long time ago and may be part of some type of plantation or huge estate. it look to be upkept and look to have many helper and aid on the property. the house be much likely build during potential slavery year in america.,"this house look to be of tudor origin, originate from england. the brick look to be lie in a elaborate pattern and the house have a steep roof. the window be not group in three or much but they seem to be place in that way slightly. the house be also potentially build of stone."
arch_graphic,This is a two-story house with an attic floor. There are bay windows on either side of the entryway. The house has three windows across the front of the second and attic floors. The house has two chimneys.,This is a two story house. There are two windows on the left and the right of the front door. There is an attic floor with three small window. The house is made of stone.,this be a two - story house with a attic floor. there be bay window on either side of the entryway. the house have three window across the front of the 2 and attic floor. the house have two chimney.,this be a two story house. there be two window on the leave and the right of the front door. there be a attic floor with three small window. the house be make of stone.
arch_graphic,This house looks very nicely landscaped. It also looks like it is an older house. The windows look like they might be on the newer side. It looks like a house I would imagine on the English countryside.,This house looks like it may be of the Georgian style. My reasoning for saying this is because it is symmetrical. This was a trait of this style house listed in the previous information. The windows also have small panes.,this house look very nicely landscape. it also look like it be a old house. the window look like they may be on the new side. it look like a house i would imagine on the english countryside.,this house look like it may be of the georgian style. my reason for say this be because it be symmetrical. this be a trait of this style house list in the previous information. the window also have small pane.
arch_graphic,"Beautiful, large house. It has red roof. It has door in the middle. It has lot of green plants in the front. Looks like 3 bedroom house. It looks so beautiful.",Its a gregory house. Its origin is England. It has a typical comfortable beautiful design. Its a beautiful house design.,"beautiful, large house. it have red roof. it have door in the middle. it have lot of green plant in the front. look like 3 bedroom house. it look so beautiful.",its a gregory house. its origin be england. it have a typical comfortable beautiful design. its a beautiful house design.
arch_graphic,Looks like an above average house. Located in a good neighborhood that is probably upper middle class. Looks like an old house that is really well maintained. I would definitely would want to buy this house.,Looks very rustic. It is probably located in New England. Im sure this house was built in the 18th or 19th century. Lots of historic value.,look like a above average house. locate in a good neighborhood that be probably upper middle class. look like a old house that be really good maintain. i would definitely would want to buy this house.,look very rustic. it be probably locate in new england. im sure this house be build in the 18th or 19th century. lot of historic value.
arch_graphic,"The house is made of painted brick, with an unusual tile roof. The front door entryway is also made of brick and is covered with a small roof. Many windows are visible and the building may let in a lot of daylight. The landscaping including a lawn, and flowers and a tree in the front of the house. The house sits right on the street on one side, without a sidewalk.","The house looks like it might be a Georgian style home with brick or shingle siding. It has many windows facing the street, arranged in a symmetrical patter on the first and second floors. The attic has 3 dormers facing the street. There is a small step from the sidewalk to the gate and entry walkway. The house appears to have a small front yard.","the house be make of paint brick, with a unusual tile roof. the front door entryway be also make of brick and be cover with a small roof. many window be visible and the build may let in a lot of daylight. the landscape include a lawn, and flower and a tree in the front of the house. the house sit right on the street on one side, without a sidewalk.","the house look like it may be a georgian style home with brick or shingle side. it have many window face the street, arrange in a symmetrical patter on the first and 2 floor. the attic have 3 dormer face the street. there be a small step from the sidewalk to the gate and entry walkway. the house appear to have a small front yard."
arch_graphic,It is an older stucco-type three story home.  This house looks like a cape cod version with a well kept outside.  There  is ornamental landscaping around the home.  It also features two chimneys so there must be at least two fireplaces.,This is an older Georgian style home.  It has three stories and a well kept exterior.  There is ornamental and traditional landscaping in the yard framing the view of the home.  There must be at least two fireplaces since there are two chimneys.,it be a old stucco - type three story home. this house look like a cape cod version with a good keep outside. there be ornamental landscape around the home. it also feature two chimney so there must be at little two fireplace.,this be a old georgian style home. it have three story and a good keep exterior. there be ornamental and traditional landscape in the yard frame the view of the home. there must be at little two fireplace since there be two chimney.
arch_graphic,The house is very nice in appearance. It appears in really good condition. It seems like a high valued property. It's a house I would like to live in.,The house is very large. It appears to be in good condition. I'm not too impressed with the color. But it looks like it has high value.,the house be very nice in appearance. it appear in really good condition. it seem like a high value property. it's a house i would like to live in.,the house be very large. it appear to be in good condition. i'm not too impress with the color. but it look like it have high value.
arch_graphic,the house is made of brick it appears to have ceder shingles it has  a lot of windows  and it appears to be 3 stories it is a very large house  it appears to have 2 chimneys,the house is a Georgian style home  it has a hip roof  it is made of stone  it has small pane glass windows,the house be make of brick it appear to have ceder shingle it have a lot of window and it appear to be 3 story it be a very large house it appear to have 2 chimney,the house be a georgian style home it have a hip roof it be make of stone it have small pane glass window
arch_graphic,this house is very nice. It's got a tree in front of it. It's got roses also around the house. The building is also very tal,"The house has a nice foundation, this house is behind two tall trees. The house has a gate in front of it. The building is very big and tall.",this house be very nice. it's get a tree in front of it. it's get rise also around the house. the build be also very tal,"the house have a nice foundation, this house be behind two tall tree. the house have a gate in front of it. the build be very big and tall."
arch_graphic,The house is two stories tall. The house is made of redbrick. There are two chimneys and 3 gables. The yard is well manicured.,Two story Georgian style home. It has brown brick siding. It has a three gable roof.  It has multi-pane mullioned windows.,the house be two story tall. the house be make of redbrick. there be two chimney and 3 gable. the yard be good manicure.,two story georgian style home. it have brown brick side. it have a three gable roof. it have multi - pane mullioned window.
arch_graphic,The house is an old-style red and gray brick home with a very 'countryside' feel to it. Various vegetation such as flowers and trees line the front yard creating a beautiful private vibe to the estate. Several windows give the impression of a well lit home that is actively used and maintained. Two white bay windows in the front give the house a more roomy feel with porch space. Two old-style rectangular brick chimneys extrude from opposite sides of the house and the road beside it gives the impression of easy access.,"This is an old, Georgian-style home with an elevated slant roof. Very symmetrical, this house has two chimneys on either side and an arched entrance. Additionally, this house features traditional rectangular-wooden windows that are very simple and do not have much in terms of design. In addition, the house is primarily brick with some wooden siding on the top layer. With a typical iron fence in front, it is a traditional home.",the house be a old - style red and gray brick home with a very 'countryside' feel to it. various vegetation such as flower and tree line the front yard create a beautiful private vibe to the estate. several window give the impression of a good light home that be actively use and maintain. two white bay window in the front give the house a much roomy feel with porch space. two old - style rectangular brick chimney extrude from opposite side of the house and the road beside it give the impression of easy access.,"this be a old, georgian - style home with a elevate slant roof. very symmetrical, this house have two chimney on either side and a arch entrance. additionally, this house feature traditional rectangular - wooden window that be very simple and do not have much in term of design. in addition, the house be primarily brick with some wooden side on the top layer. with a typical iron fence in front, it be a traditional home."
arch_graphic,"The house seems very old, but is in good condition. It seems that the people who have owned it take pride in their home. They renovated the home when it has problems. The flowers that are in the front make the house look very perky.",The house is very nice and seems like it is for the middle class. A lot of people take pride in their home and enjoy fixing it up. The house seems very vintage. It is big and spacious.,"the house seem very old, but be in good condition. it seem that the people who have own it take pride in their home. they renovate the home when it have problem. the flower that be in the front make the house look very perky.",the house be very nice and seem like it be for the middle class. a lot of people take pride in their home and enjoy fix it up. the house seem very vintage. it be big and spacious.
arch_graphic,"This is a beautiful, rustic, country-like, home. The house appears to be three floors, or two floors with a large attic. The landscape is very colorful and well as full of greenery. It looks to have a lot of extra room as it goes towards the back. It can't be seen in the photograph. But it looks to be in an open, country-like setting.",This is another example of a beautiful Georgian style home. It has its signature window styling and layout. The entrance is prominently displayed symmetrically in the middle of the house. The windows are also symmetrically placed to accentuate the size and grandeur of the home. I forget the style of roof. But it is also a prominent fixture of this style of home.,"this be a beautiful, rustic, country - like, home. the house appear to be three floor, or two floor with a large attic. the landscape be very colorful and good as full of greenery. it look to have a lot of extra room as it go towards the back. it can't be see in the photograph. but it look to be in a open, country - like set.",this be another example of a beautiful georgian style home. it have its signature window style and layout. the entrance be prominently display symmetrically in the middle of the house. the window be also symmetrically place to accentuate the size and grandeur of the home. i forget the style of roof. but it be also a prominent fixture of this style of home.
arch_graphic,The house looks like it was built in the 1930's.  It is a brick home.  The home has a beautiful landscape.  The house has wonderful architecture from the outside.,This home has quite a few windows.  It is beige in color.  This is a brick home.  The front of the home looks a little bland.,the house look like it be build in the 1930's. it be a brick home. the home have a beautiful landscape. the house have wonderful architecture from the outside.,this home have quite a few window. it be beige in color. this be a brick home. the front of the home look a little bland.
arch_graphic,The house is 2.5 stories tall with brown and red brick facade. There is an entry vestibule with an arched entry. The entry vestibule is flanked by two bay windows. The second floor has 3 large rectangular windows on the front and the top floor has 3 dormer windows. There are chimneys on each end of the home.,The home may be a Georgian style with 2.5 stories and a chimney on each end of the home. There is a front door in the center of the front of the home with a white archway above it. The front door is centered with 2 white trimmed windows on either side. The second floor boasts 5 windows symmetrically distributed and the top floor has 3 small dormer windows. The home is brown brick with red around the windows.,the house be 2.5 story tall with brown and red brick facade. there be a entry vestibule with a arch entry. the entry vestibule be flank by two bay window. the 2 floor have 3 large rectangular window on the front and the top floor have 3 dormer window. there be chimney on each end of the home.,the home may be a georgian style with 2.5 story and a chimney on each end of the home. there be a front door in the center of the front of the home with a white archway above it. the front door be center with 2 white trim window on either side. the 2 floor boast 5 window symmetrically distribute and the top floor have 3 small dormer window. the home be brown brick with red around the window.
arch_graphic,This is a very pretty house. It feels so much alive. It feels fresh and it is very spacious. The white and brown is a very nice combination.,This loos like an old house. It looks rustic and scary. It is very tall and as if its in Europe. The tress around it are very scary too.,this be a very pretty house. it feel so much alive. it feel fresh and it be very spacious. the white and brown be a very nice combination.,this loo like a old house. it look rustic and scary. it be very tall and as if its in europe. the tress around it be very scary too.
arch_graphic,This house was probably built in the 1940's. This house is made of brick and has two fireplaces. This house has dormer windows and a covered front porch.This is a large house with original hardwood floors.,This is a tudor style home. It has dormer windows and a partially covered front stoop. This home appears to have three fireplaces. This home has large bedrooms and an enormous kitchen.This home is traditionally styled and classically decorated.,this house be probably build in the 1940's. this house be make of brick and have two fireplace. this house have dormer window and a cover front porch. this be a large house with original hardwood floor.,this be a tudor style home. it have dormer window and a partially cover front stoop. this home appear to have three fireplace. this home have large bedroom and a enormous kitchen. this home be traditionally style and classically decorate.
arch_graphic,THE HOUSE HAS A RED ROOF. THE BRICKS ARE A NICE COLOR. THE HOUSE LOOKS EXPENSIVE. I CANT AFFORD THIS HOUSE.,THIS IS AN EXPENSIVE LOOKING HOUSE. PROBABLY HAS LIKE 8 BEDROOMS AND BATHS. IT COSTS OVER A MILLION DOLLARS. I COULD NEVER AFFORD THIS HOUSE EITHER.,the house have a red roof. the brick be a nice color. the house look expensive. i cant afford this house.,this be a expensive look house. probably have like 8 bedroom and bath. it cost over a million dollar. i can never afford this house either.
arch_graphic,"The house is an old, three story, English red brick style home.  There are two huge bay windows on either side of the front door.  There is a small enclosed entryway approaching the front door.  The house has two fireplaces, hence the two chimneys on opposite sides of the house.","The house is a Georgian style with a steeply angled roof.  There are two fireplaces, hence two chimneys, on either side of the house. The house has three storys, including the attic space.  It also sports large, crosshatched windows.","the house be a old, three story, english red brick style home. there be two huge bay window on either side of the front door. there be a small enclose entryway approach the front door. the house have two fireplace, hence the two chimney on opposite side of the house.","the house be a georgian style with a steeply angle roof. there be two fireplace, hence two chimney, on either side of the house. the house have three storys, include the attic space. it also sport large, crosshatched window."
arch_graphic,This is a beautiful three-story home with old country charm. The yard is nicely manicured with a winding walkway and mature flowers. Large windows allow plenty of sunlight in. A cozy little alcove protects you from the elements as you enter.,"A large 2-story home with plenty of space for extra rooms in the attic, as evidenced by its classy dormer windows. The quaint front yard is fenced in decorative iron. The front walk leads to a sidewalk-lined street with mature trees. Two chimneys mean there are fireplaces to cozy up next to on those cold winter nights.",this be a beautiful three - story home with old country charm. the yard be nicely manicure with a wind walkway and mature flower. large window allow plenty of sunlight in. a cozy little alcove protect you from the element as you enter.,"a large 2 - story home with plenty of space for extra room in the attic, as evidence by its classy dormer window. the quaint front yard be fence in decorative iron. the front walk lead to a sidewalk - line street with mature tree. two chimney mean there be fireplace to cozy up next to on that cold winter night."
arch_graphic,this is a red brick house that is very symmetrical. Its two stories tall and has a tree in front. The roof is a deep red color. The house is trimmed out in white paint.,This house appears to be a typical Georgian style house.The house is also very symmetrical. It has a hip roof with dormer windows. The front is covered with a brown brick. The roof is also brown.,this be a red brick house that be very symmetrical. its two story tall and have a tree in front. the roof be a deep red color. the house be trim out in white paint.,this house appear to be a typical georgian style house. the house be also very symmetrical. it have a hip roof with dormer window. the front be cover with a brown brick. the roof be also brown.
arch_graphic,A quaint little country home surrounded by beautiful greenery. It has 2 bay windows overlooking a gorgeous front yard. There are 6 spacious bedrooms.  A wonderful home to raise kids and grow old with the one you love.,A lovely little country home. It offers lots of natural light with the many windows. Nice big floor plan.It also offers peace and serenity.,a quaint little country home surround by beautiful greenery. it have 2 bay window overlook a gorgeous front yard. there be 6 spacious bedroom. a wonderful home to raise kid and grow old with the one you love.,a lovely little country home. it offer lot of natural light with the many window. nice big floor plan. it also offer peace and serenity.
arch_graphic,"It is a beautiful two story brick home.  The bricks are a grey color, with the red/orange bricks outlining some areas.  It has two beautiful bay windows.  The home has a fireplace, also.",This home is a 3 story home.  It is in a Georgian style.  It has plenty of windows and a fireplace.  The home has a beautiful front entrance.,"it be a beautiful two story brick home. the brick be a grey color, with the red / orange brick outline some area. it have two beautiful bay window. the home have a fireplace, also.",this home be a 3 story home. it be in a georgian style. it have plenty of window and a fireplace. the home have a beautiful front entrance.
arch_graphic,"It is a nice looking brick house with rustic cottage look to it. It is charming and has a nice rusty natural color scheme with the red, brown and gray.  The yard is small but nicely decorated to complement the house. It is two-stories and looks spacious from the outside.","It is a large, Georgian-style home. It has a nice natural color scheme with the tans and grays. It looks spacious and appears to have many rooms. The yard is small but complements the house. The trim goes great with the color of the house and the white really pops.","it be a nice look brick house with rustic cottage look to it. it be charm and have a nice rusty natural color scheme with the red, brown and gray. the yard be small but nicely decorate to complement the house. it be two - story and look spacious from the outside.","it be a large, georgian - style home. it have a nice natural color scheme with the tan and gray. it look spacious and appear to have many room. the yard be small but complement the house. the trim go great with the color of the house and the white really pop."
arch_graphic,two story red brick home with black tar driveway and flowers and shrubbery framing the front of the home  the home has 88 white framed window sills in the front portioin of the home with a white paneled door surrounded by a brick enclosement  the home has a chimney on top indiciating a fireplace,"this home is a georgian brick style home, it is symmetrical and fits all portions of a georgian stlye home the landscape is a bit dull bare trees and a small garden encased inside of a black thin railed gate",two story red brick home with black tar driveway and flower and shrubbery frame the front of the home the home have 88 white frame window sill in the front portioin of the home with a white paneled door surround by a brick enclosement the home have a chimney on top indiciating a fireplace,"this home be a georgian brick style home, it be symmetrical and fit all portion of a georgian stlye home the landscape be a bite dull bare tree and a small garden encase inside of a black thin rail gate"
arch_graphic,"The house looks huge, with two bay windows, three upstairs windows and what appears to be 3 attic rooms. It has red brick accents and a very red roof. The front garden is full of red flowers. There are two chimneys.","This is a Georgian style home. You can tell by the brickwork, the symmetry. It features two chimneys and upper level windows.","the house look huge, with two bay window, three upstairs window and what appear to be 3 attic room. it have red brick accent and a very red roof. the front garden be full of red flower. there be two chimney.","this be a georgian style home. you can tell by the brickwork, the symmetry. it feature two chimney and upper level window."
arch_graphic,"This house looks beautiful, spacious and warm for a nice family to live in. The red and white colors that fill the roof, windows, and even the front yard give off a warm feeling of safety and relaxation. One would imagine the family living here to have a comfortable life, filled with financial security and little worries. The many windows that fill the front of the home provide a feeling on openess, letting in much of the sunlight to fill the home and give it life.","This georgian-styled house is spacey and massive in it's size. Just looking at the 12 windows that are in the front of the house alone, one can imagine how large the space behind these windows actually are. For a house this size, one would imagine the rooms to be no less than 6 rooms, and an estimated 4,000 square feet of space in the house. The dark colors of the house give it a somewhat gloomy feel however, as one would imagine this house similar to that of one in a horror or suspense film.","this house look beautiful, spacious and warm for a nice family to live in. the red and white color that fill the roof, window, and even the front yard give off a warm feel of safety and relaxation. one would imagine the family live here to have a comfortable life, fill with financial security and little worry. the many window that fill the front of the home provide a feel on openess, let in much of the sunlight to fill the home and give it life.","this georgian - style house be spacey and massive in it's size. just look at the 12 window that be in the front of the house alone, one can imagine how large the space behind this window actually be. for a house this size, one would imagine the room to be no little than 6 room, and a estimate 4,000 square foot of space in the house. the dark color of the house give it a somewhat gloomy feel however, as one would imagine this house similar to that of one in a horror or suspense film."
arch_graphic,"Beautiful, brick house, with at least 8 windows and beautiful red roof. It had very well maintained greenery and flower beds in the front of the house opposite very large windows and it has two visible chimneys. The brick is read and grey. It has paved paths on the front and borders a road. There is no visible fence.",Georgian style country house with brick siding and large symmetrical windows. There are 12 windows on the front and two chimneys. The front door is decorated with white pediments. It has a hip roof as well. The brick is greyish green in color.,"beautiful, brick house, with at little 8 window and beautiful red roof. it have very good maintain greenery and flower bed in the front of the house opposite very large window and it have two visible chimney. the brick be read and grey. it have pave path on the front and border a road. there be no visible fence.",georgian style country house with brick side and large symmetrical window. there be 12 window on the front and two chimney. the front door be decorate with white pediment. it have a hip roof as good. the brick be greyish green in color.
arch_graphic,"The house is rustic in appearance with contrasting bricks.  There is a well manicured lawn and very appealing landscaping in the front of the house.  There are three stories and the architecture reminds one one of old country homes in England.  The house, while antique and aged in appearance is well maintained and kept up.",The house appears to be a Georgian style building with brick construction and a very steep roof.  The building is very symmetric in its layout and has fireplaces on each end.  The windows are laid out symmetrically on each of the three stories and outlined in white.  The style of the house is of a style that would typically be found in Old England.  There are subtle architectural ornamentation element on the homes facade.,"the house be rustic in appearance with contrast brick. there be a good manicure lawn and very appeal landscape in the front of the house. there be three story and the architecture remind one one of old country home in england. the house, while antique and age in appearance be good maintain and keep up.",the house appear to be a georgian style build with brick construction and a very steep roof. the build be very symmetric in its layout and have fireplace on each end. the window be lie out symmetrically on each of the three story and outline in white. the style of the house be of a style that would typically be find in old england. there be subtle architectural ornamentation element on the home facade.
arch_graphic,There are two Chimny's. The front of the house has two large bay viewing areas. The landscape is perfect. The roof could use a cleaning.,Very large house with many widows. The style of the house appears to be from the turn of the century. The house has almost no front yard. The house has two chimney's.,there be two chimny's. the front of the house have two large bay view area. the landscape be perfect. the roof can use a clean.,very large house with many widow. the style of the house appear to be from the turn of the century. the house have almost no front yard. the house have two chimney's.
arch_graphic,The house is gray and red colored. It has a nice small front yard. There are 8 windows at the front side of the house. It is made out of bricks. Overall the house looks like a cozy place to live.,The house is symmetrical. It has 9 windows. The style of house is old. It seems to be built of bricks.,the house be gray and red color. it have a nice small front yard. there be 8 window at the front side of the house. it be make out of brick. overall the house look like a cozy place to live.,the house be symmetrical. it have 9 window. the style of house be old. it seem to be build of brick.
arch_graphic,This house is very big and it suits to big family who needs more than four bedroom. The front of house is good. The garden is well maintained with good plants. The windows are more for good ventilation.,The house is in US style. The roof is steep and shallow over hang. Mordern stone stucco brick. Multiplane windows are good.,this house be very big and it suit to big family who need much than four bedroom. the front of house be good. the garden be good maintain with good plant. the window be much for good ventilation.,the house be in us style. the roof be steep and shallow over hang. mordern stone stucco brick. multiplane window be good.
arch_graphic,The house is made of brick with gorgeous windows sticking out from the house. The pops of red really make the roof stand out as well as the red brick. The entry way is lovely and gives a nice detail. The windows upstairs are inviting and I like how many squares there are.,I believe this may be a Georgian home. It's made of brick and has lovely windows like the last one. The entry way is a nice and inviting arched doorway. The windows up on the top level make me want to sit up there and gaze.,the house be make of brick with gorgeous window stick out from the house. the pop of red really make the roof stand out as good as the red brick. the entry way be lovely and give a nice detail. the window upstairs be invite and i like how many square there be.,i believe this may be a georgian home. it's make of brick and have lovely window like the last one. the entry way be a nice and invite arch doorway. the window up on the top level make me want to sit up there and gaze.
arch_graphic,The house seems to have two above ground floors with an attic. The entrance is unique as it comes out from the building along with the lower floor windows. There are red flowers and shrubs out front next to the pathways. The house is made of brick and stone.,This house seems to be of the Georgian style home. There is minimal classical detail with two above ground floors and an attic. The windows are frames with white in contrast to the red/brown brick cladding. The three windows coming out from the roof are classic for Georgian homes.,the house seem to have two above grind floor with a attic. the entrance be unique as it come out from the build along with the low floor window. there be red flower and shrub out front next to the pathway. the house be make of brick and stone.,this house seem to be of the georgian style home. there be minimal classical detail with two above grind floor and a attic. the window be frame with white in contrast to the red / brown brick clothe. the three window come out from the roof be classic for georgian home.
arch_graphic,"The house appears to be a three-story home with a brick-red roof. On the brick-red roof stands two chimneys and a weather vein. The house is surrounded by landscaping of short trees and red flowers. Two bay windows can also be seen, perhaps in the kitchen and living area.","Here stands a Georgian-style home. Its door framed with a white, arched top and its windows framed in white. Three, small panes are spaced evenly across the beige colored roof. On the roof also stands four, tall chemenys.","the house appear to be a three - story home with a brick - red roof. on the brick - red roof stand two chimney and a weather vein. the house be surround by landscape of short tree and red flower. two bay window can also be see, perhaps in the kitchen and live area.","here stand a georgian - style home. its door frame with a white, arch top and its window frame in white. three, small pane be space evenly across the beige color roof. on the roof also stand four, tall chemenys."
